lh.aparc.area	lh_bankssts_area	lh_caudalanteriorcingulate_area	lh_caudalmiddlefrontal_area	lh_cuneus_area	lh_entorhinal_area	lh_fusiform_area	lh_inferiorparietal_area	lh_inferiortemporal_area	lh_isthmuscingulate_area	lh_lateraloccipital_area	lh_lateralorbitofrontal_area	lh_lingual_area	lh_medialorbitofrontal_area	lh_middletemporal_area	lh_parahippocampal_area	lh_paracentral_area	lh_parsopercularis_area	lh_parsorbitalis_area	lh_parstriangularis_area	lh_pericalcarine_area	lh_postcentral_area	lh_posteriorcingulate_area	lh_precentral_area	lh_precuneus_area	lh_rostralanteriorcingulate_area	lh_rostralmiddlefrontal_area	lh_superiorfrontal_area	lh_superiorparietal_area	lh_superiortemporal_area	lh_supramarginal_area	lh_frontalpole_area	lh_temporalpole_area	lh_transversetemporal_area	lh_insula_area	lh_WhiteSurfArea_area	BrainSegVolNotVent	eTIV
sub-0001	1584.0	617.0	1734.0	1642.0	380.0	3075.0	5474.0	3859.0	1303.0	5507.0	2656.0	3207.0	1907.0	4208.0	732.0	1352.0	2124.0	828.0	1969.0	1273.0	4162.0	1126.0	4774.0	4143.0	774.0	6233.0	8067.0	5644.0	4459.0	4597.0	313.0	495.0	436.0	2624.0	93265.0	1235952.0	1560838.764254
sub-0002	1019.0	552.0	2108.0	1625.0	404.0	3020.0	4614.0	3735.0	812.0	5446.0	2364.0	2889.0	1700.0	3604.0	610.0	1488.0	1896.0	662.0	1412.0	1327.0	4080.0	1157.0	4288.0	3208.0	681.0	4853.0	7018.0	5026.0	3918.0	4209.0	273.0	373.0	423.0	2049.0	82825.1	1056970.0	1115228.151399
sub-0003	916.0	506.0	1920.0	1064.0	409.0	2745.0	4023.0	3145.0	844.0	3693.0	2091.0	2033.0	1454.0	2953.0	667.0	1257.0	1271.0	592.0	1088.0	1046.0	3133.0	960.0	4317.0	3532.0	722.0	4386.0	6301.0	4231.0	3331.0	3263.0	216.0	440.0	387.0	2108.0	71028.1	945765.0	1186697.257955
sub-0004	905.0	403.0	1601.0	1255.0	481.0	2689.0	3546.0	3219.0	770.0	4199.0	2218.0	2307.0	1384.0	2818.0	595.0	1255.0	1562.0	678.0	1398.0	1132.0	2999.0	899.0	3770.0	3786.0	489.0	4367.0	5757.0	4808.0	3364.0	3065.0	271.0	467.0	413.0	2082.0	70952.9	973916.0	952776.991909
sub-0005	1096.0	573.0	2041.0	1493.0	343.0	2812.0	4797.0	3089.0	1023.0	5137.0	2775.0	3054.0	1897.0	3240.0	713.0	1307.0	1478.0	707.0	1250.0	1447.0	3814.0	1415.0	4514.0	3865.0	580.0	6184.0	6995.0	5438.0	3741.0	3319.0	252.0	444.0	420.0	2076.0	83325.1	1089881.0	1497742.976131
sub-0006	1047.0	464.0	2427.0	1616.0	512.0	3478.0	4970.0	3758.0	1199.0	6443.0	2601.0	3502.0	1943.0	3338.0	589.0	1123.0	1395.0	665.0	1339.0	1586.0	4585.0	1052.0	4743.0	4023.0	887.0	6588.0	7621.0	5458.0	4419.0	5156.0	261.0	546.0	514.0	2529.0	92368.2	1281422.0	1441004.6407
sub-0007	808.0	369.0	1633.0	1524.0	458.0	2769.0	4655.0	2970.0	926.0	4837.0	1868.0	2573.0	1264.0	2650.0	539.0	1058.0	1323.0	615.0	1283.0	1029.0	3318.0	712.0	3442.0	3178.0	553.0	4986.0	5700.0	5087.0	3094.0	2648.0	314.0	436.0	352.0	1661.0	70631.2	916439.0	927712.749474
sub-0008	1225.0	644.0	2203.0	1783.0	666.0	3277.0	4310.0	3913.0	1021.0	5280.0	2797.0	3105.0	2111.0	3619.0	698.0	1531.0	1604.0	726.0	1451.0	1278.0	4619.0	1193.0	5097.0	4587.0	928.0	5381.0	8799.0	6592.0	3885.0	5675.0	278.0	565.0	374.0	2445.0	93656.9	1254394.0	1604284.294118
sub-0009	876.0	596.0	1820.0	1164.0	282.0	2713.0	4156.0	2645.0	833.0	4210.0	2503.0	2555.0	1538.0	2647.0	613.0	1327.0	1533.0	572.0	1280.0	1208.0	3262.0	1112.0	3505.0	3164.0	683.0	4420.0	6716.0	4747.0	3225.0	3458.0	210.0	412.0	343.0	2092.0	72418.8	919357.0	924942.844516
sub-0010	1071.0	442.0	2557.0	1473.0	564.0	2838.0	4097.0	3619.0	885.0	4750.0	2486.0	3436.0	1745.0	3454.0	687.0	1229.0	1662.0	642.0	1336.0	1375.0	4063.0	1082.0	5023.0	3820.0	548.0	5910.0	7334.0	5428.0	4084.0	4154.0	231.0	469.0	436.0	2160.0	85084.3	1115137.0	1332963.907826
sub-0011	826.0	371.0	1722.0	1296.0	325.0	2365.0	3604.0	2344.0	915.0	4280.0	2013.0	2272.0	1293.0	2432.0	585.0	1224.0	1588.0	576.0	1215.0	999.0	3294.0	922.0	4292.0	3217.0	533.0	4196.0	5824.0	4936.0	3321.0	4210.0	223.0	410.0	454.0	1887.0	69884.2	916414.0	1050308.739903
sub-0012	914.0	508.0	2078.0	1801.0	475.0	2965.0	4760.0	3291.0	793.0	5413.0	2442.0	2768.0	1813.0	2934.0	621.0	1503.0	1508.0	611.0	1011.0	1566.0	4217.0	1051.0	4695.0	3893.0	676.0	4806.0	6905.0	5414.0	3272.0	3589.0	257.0	472.0	351.0	2000.0	81365.6	1093680.0	1174483.265912
sub-0013	1170.0	596.0	2150.0	1523.0	423.0	3482.0	4427.0	3164.0	1206.0	5155.0	2880.0	2706.0	1816.0	3204.0	606.0	1383.0	2018.0	761.0	1650.0	1519.0	4382.0	1429.0	4546.0	4289.0	1035.0	6588.0	7637.0	6050.0	4265.0	5431.0	291.0	414.0	575.0	2429.0	91197.8	1245924.0	1575330.67754
sub-0014	886.0	499.0	2462.0	1385.0	535.0	3002.0	4125.0	2958.0	983.0	4790.0	2498.0	3253.0	1805.0	2855.0	753.0	1152.0	1258.0	688.0	1230.0	1373.0	3872.0	1055.0	4545.0	3479.0	528.0	5109.0	6651.0	4641.0	3592.0	3666.0	222.0	483.0	388.0	2127.0	78845.8	1087763.0	1206059.232953
sub-0015	921.0	608.0	2529.0	1629.0	482.0	3169.0	4602.0	3172.0	927.0	5630.0	2496.0	3133.0	1945.0	2946.0	579.0	1302.0	1894.0	619.0	1434.0	1180.0	4227.0	1253.0	4706.0	4029.0	971.0	5898.0	7973.0	6288.0	3767.0	3912.0	240.0	449.0	413.0	2221.0	87537.6	1157625.0	1400508.836146
sub-0016	996.0	549.0	2010.0	1474.0	374.0	2995.0	3990.0	3004.0	943.0	4282.0	2343.0	3166.0	1597.0	2696.0	627.0	1244.0	1554.0	604.0	1438.0	1421.0	3695.0	979.0	3925.0	3449.0	687.0	5551.0	6303.0	4737.0	3296.0	4087.0	261.0	409.0	372.0	1968.0	77023.7	1078694.0	1226969.408346
sub-0017	770.0	570.0	1591.0	1532.0	341.0	2602.0	3657.0	2562.0	851.0	4399.0	2218.0	3041.0	1703.0	2559.0	515.0	1093.0	1443.0	702.0	1427.0	1551.0	3960.0	873.0	4651.0	3001.0	707.0	4101.0	6708.0	4620.0	3263.0	2678.0	224.0	357.0	377.0	1954.0	72602.5	975124.0	1223580.126877
sub-0018	1425.0	533.0	2489.0	1450.0	571.0	3579.0	5165.0	3665.0	889.0	5191.0	2688.0	2742.0	1859.0	3623.0	864.0	1480.0	1516.0	792.0	1283.0	1195.0	4644.0	975.0	5325.0	4946.0	902.0	5752.0	7214.0	6195.0	4826.0	4847.0	268.0	414.0	508.0	2383.0	92200.1	1205241.0	1420234.794428
sub-0019	933.0	443.0	2221.0	1234.0	404.0	2647.0	3738.0	2526.0	774.0	4327.0	2080.0	2768.0	1628.0	2642.0	581.0	1205.0	1767.0	695.0	1316.0	1188.0	3634.0	930.0	4078.0	3119.0	560.0	4503.0	6413.0	5080.0	3377.0	3047.0	235.0	442.0	385.0	2013.0	72841.1	971395.0	962037.916402
sub-0020	936.0	774.0	2625.0	1249.0	388.0	3117.0	4110.0	2960.0	975.0	4733.0	2909.0	2968.0	1753.0	3135.0	736.0	1421.0	1801.0	742.0	1466.0	1110.0	4174.0	1427.0	4952.0	4465.0	1080.0	5471.0	7746.0	7466.0	4715.0	3971.0	250.0	514.0	458.0	2305.0	88896.5	1141418.0	1241908.211028
sub-0021	1506.0	641.0	2206.0	1514.0	577.0	3314.0	5846.0	3887.0	1093.0	5413.0	2948.0	2413.0	1899.0	3669.0	783.0	1632.0	1549.0	817.0	1075.0	1167.0	4125.0	1062.0	4739.0	4488.0	899.0	6079.0	8314.0	5463.0	4550.0	4054.0	247.0	552.0	474.0	2291.0	91259.1	1211298.0	1268981.067234
sub-0022	882.0	609.0	1857.0	1623.0	473.0	3155.0	3703.0	2857.0	899.0	5258.0	2344.0	2839.0	1482.0	2692.0	583.0	1216.0	1579.0	662.0	1350.0	1364.0	3467.0	1062.0	4587.0	3443.0	751.0	5119.0	7223.0	5658.0	3502.0	3101.0	232.0	466.0	441.0	2023.0	78494.7	1116051.0	1189521.862383
sub-0023	1187.0	489.0	2418.0	1804.0	588.0	3218.0	4676.0	3542.0	1360.0	5579.0	2660.0	2956.0	2207.0	3658.0	738.0	1447.0	1708.0	689.0	1334.0	1161.0	4540.0	1534.0	5124.0	4526.0	840.0	5987.0	9182.0	6784.0	4463.0	5436.0	312.0	514.0	414.0	2376.0	95439.8	1424017.0	1678356.032306
sub-0024	1019.0	529.0	2493.0	1700.0	564.0	3374.0	4373.0	3413.0	939.0	6050.0	2538.0	3059.0	1835.0	3136.0	589.0	1279.0	1412.0	748.0	1244.0	1477.0	4429.0	1058.0	4734.0	3403.0	707.0	6040.0	7425.0	6075.0	3692.0	3644.0	308.0	574.0	354.0	2456.0	86603.6	1166575.0	1298269.115385
sub-0025	845.0	578.0	2118.0	1445.0	444.0	3367.0	4662.0	3699.0	901.0	5215.0	2844.0	2915.0	1958.0	3475.0	628.0	1319.0	1557.0	714.0	1386.0	1207.0	4413.0	1220.0	4363.0	3532.0	985.0	5478.0	7280.0	5411.0	3807.0	3998.0	253.0	544.0	529.0	2324.0	85407.3	1210527.0	1394087.467248
sub-0026	757.0	450.0	1956.0	1338.0	594.0	3322.0	3678.0	2663.0	823.0	5377.0	2514.0	2944.0	1538.0	2653.0	717.0	1336.0	1337.0	751.0	1042.0	1457.0	3645.0	1002.0	4263.0	3351.0	668.0	4696.0	7156.0	4638.0	3577.0	3293.0	253.0	508.0	418.0	2001.0	76712.5	967664.0	1027587.946123
sub-0027	1074.0	552.0	2045.0	1265.0	374.0	2828.0	4509.0	3100.0	958.0	4648.0	2605.0	2781.0	1830.0	3343.0	626.0	1313.0	1746.0	607.0	1281.0	1148.0	3695.0	1161.0	4464.0	3855.0	872.0	5701.0	6080.0	5324.0	3885.0	4058.0	234.0	393.0	427.0	2260.0	81041.5	1108001.0	1476204.172769
sub-0028	1326.0	620.0	2288.0	1537.0	474.0	3258.0	4916.0	3766.0	874.0	4887.0	2628.0	2286.0	2066.0	3634.0	764.0	1382.0	1644.0	668.0	1269.0	1150.0	4021.0	1365.0	4381.0	3793.0	888.0	5577.0	8092.0	4689.0	4351.0	4286.0	276.0	594.0	419.0	2286.0	86381.6	1186626.0	1366729.649065
sub-0029	1111.0	570.0	2811.0	1829.0	524.0	3524.0	5138.0	3672.0	1037.0	5193.0	2947.0	3237.0	2107.0	4102.0	700.0	1305.0	1777.0	832.0	1740.0	1414.0	5355.0	1434.0	5825.0	5087.0	953.0	7034.0	8562.0	6416.0	4971.0	5173.0	303.0	549.0	615.0	2492.0	100332.0	1300269.0	1581114.586967
sub-0030	828.0	618.0	2213.0	1720.0	436.0	3291.0	4313.0	3772.0	1105.0	5690.0	3214.0	3257.0	1866.0	3248.0	683.0	1422.0	1798.0	758.0	1472.0	1502.0	4981.0	1320.0	5002.0	4033.0	965.0	5522.0	7768.0	6024.0	4255.0	4970.0	259.0	529.0	535.0	2452.0	91814.1	1236943.0	1492150.190437
sub-0031	1032.0	743.0	2008.0	1687.0	520.0	3693.0	5556.0	3896.0	1042.0	5461.0	2870.0	3660.0	1930.0	3621.0	735.0	1576.0	1816.0	847.0	1543.0	1722.0	4250.0	1392.0	4948.0	4255.0	1165.0	7407.0	8575.0	6542.0	4482.0	4396.0	254.0	423.0	498.0	2506.0	97012.6	1306451.0	1450269.997242
sub-0032	827.0	531.0	2051.0	1940.0	329.0	3035.0	3704.0	2783.0	1336.0	4857.0	2659.0	3429.0	1714.0	2517.0	645.0	1292.0	1535.0	848.0	1251.0	1895.0	3894.0	1302.0	4513.0	4366.0	699.0	5389.0	7478.0	5877.0	4766.0	4343.0	277.0	411.0	622.0	2312.0	85424.7	1096925.0	1246161.583717
sub-0033	853.0	704.0	2038.0	1479.0	404.0	3221.0	4362.0	3172.0	867.0	4897.0	2440.0	2889.0	1768.0	3117.0	602.0	1262.0	1636.0	769.0	1649.0	1374.0	3879.0	1187.0	4147.0	3280.0	804.0	5575.0	6997.0	5208.0	3701.0	3752.0	261.0	464.0	386.0	2242.0	81388.4	1114250.0	1282027.556818
sub-0034	810.0	750.0	2611.0	1467.0	479.0	2895.0	3879.0	3150.0	1062.0	4778.0	2747.0	2958.0	1882.0	2824.0	658.0	1452.0	1674.0	675.0	1409.0	1371.0	4471.0	1330.0	5318.0	3685.0	752.0	5652.0	7795.0	4771.0	3739.0	3418.0	277.0	482.0	497.0	2133.0	83851.8	1190883.0	1281517.339249
sub-0035	1100.0	587.0	2024.0	1320.0	451.0	3065.0	4702.0	3166.0	741.0	4283.0	2475.0	2102.0	1839.0	3492.0	659.0	1488.0	1472.0	655.0	1289.0	1067.0	3847.0	1153.0	4395.0	3509.0	797.0	5714.0	7951.0	4403.0	4421.0	3935.0	210.0	439.0	503.0	2423.0	81570.0	1093359.0	1487893.384555
sub-0036	954.0	569.0	2123.0	1374.0	449.0	3019.0	3870.0	3409.0	756.0	4906.0	2520.0	2882.0	1702.0	3028.0	620.0	1320.0	1429.0	640.0	1267.0	1259.0	3609.0	1184.0	3810.0	3226.0	761.0	5485.0	6785.0	4762.0	3806.0	3701.0	280.0	445.0	418.0	2095.0	78463.4	1042832.0	1170094.984101
sub-0037	914.0	531.0	2568.0	1224.0	346.0	2791.0	4460.0	3423.0	872.0	4606.0	2694.0	2382.0	1796.0	3704.0	675.0	1327.0	1545.0	635.0	1356.0	1149.0	4292.0	1097.0	4504.0	3673.0	902.0	5217.0	7163.0	5344.0	3546.0	3867.0	237.0	420.0	376.0	2143.0	81773.2	1077984.0	1313579.750429
sub-0038	867.0	575.0	2593.0	1251.0	380.0	2806.0	4763.0	3049.0	897.0	4536.0	2641.0	2552.0	1863.0	2637.0	613.0	1432.0	1523.0	765.0	1295.0	1025.0	3666.0	1128.0	5028.0	3990.0	924.0	5058.0	7509.0	5350.0	3712.0	3576.0	256.0	507.0	414.0	2279.0	81113.5	1065041.0	1155574.165384
sub-0039	975.0	713.0	1701.0	1329.0	479.0	2690.0	5578.0	3154.0	968.0	4844.0	2010.0	2743.0	1499.0	3146.0	639.0	1182.0	1619.0	645.0	1315.0	1401.0	3362.0	1208.0	3944.0	3499.0	639.0	4577.0	5950.0	5622.0	3580.0	3238.0	241.0	472.0	369.0	1892.0	77220.1	1042272.0	1216281.240076
sub-0040	1043.0	767.0	2538.0	1753.0	482.0	3104.0	4586.0	3259.0	916.0	5421.0	2331.0	3151.0	1864.0	3069.0	574.0	1378.0	1931.0	710.0	1201.0	1853.0	3815.0	1200.0	4704.0	3609.0	964.0	5584.0	6966.0	5478.0	3745.0	3602.0	224.0	506.0	374.0	2172.0	84791.3	1159406.0	1299590.7541
sub-0041	1353.0	1343.0	3351.0	1256.0	609.0	3476.0	5804.0	4011.0	1466.0	4810.0	2861.0	3110.0	2343.0	3604.0	1013.0	1306.0	1574.0	712.0	1375.0	1009.0	4645.0	1048.0	6069.0	4874.0	1170.0	7036.0	9123.0	6935.0	4838.0	6198.0	292.0	593.0	489.0	2599.0	102288.0	1403826.0	1809842.58152
sub-0042	805.0	580.0	2406.0	1845.0	324.0	3038.0	4742.0	3363.0	935.0	5411.0	2625.0	2723.0	2140.0	3335.0	747.0	1381.0	1486.0	657.0	1463.0	1388.0	4196.0	1129.0	4377.0	4168.0	843.0	6245.0	7691.0	5883.0	4301.0	3976.0	276.0	483.0	466.0	2353.0	87770.8	1153841.0	1233708.303119
sub-0043	922.0	540.0	2654.0	1691.0	360.0	3096.0	4458.0	3198.0	1118.0	4946.0	2659.0	3539.0	1771.0	3164.0	735.0	1311.0	2087.0	671.0	1761.0	1871.0	4082.0	1051.0	4881.0	3901.0	689.0	6240.0	7758.0	5234.0	3573.0	4569.0	290.0	430.0	382.0	2478.0	88097.0	1148252.0	1488278.352641
sub-0044	1053.0	900.0	2641.0	1301.0	418.0	3046.0	4699.0	3111.0	904.0	5048.0	2062.0	3156.0	1668.0	3460.0	711.0	1211.0	1309.0	514.0	1076.0	1349.0	3550.0	1265.0	4689.0	3242.0	910.0	5043.0	6609.0	4451.0	3980.0	3722.0	277.0	410.0	405.0	1926.0	80097.9	1098496.0	1358076.168294
sub-0045	899.0	842.0	2393.0	1817.0	332.0	2387.0	3269.0	3063.0	1026.0	5176.0	2448.0	3437.0	1659.0	2973.0	593.0	1193.0	1539.0	691.0	1524.0	1578.0	4334.0	1258.0	4483.0	3671.0	894.0	6613.0	6519.0	5044.0	3938.0	4563.0	235.0	420.0	462.0	2410.0	83666.8	1117416.0	1210231.412956
sub-0046	1005.0	492.0	2047.0	1841.0	564.0	3179.0	5575.0	3970.0	1040.0	5749.0	2715.0	3370.0	1841.0	3302.0	777.0	1357.0	1820.0	891.0	1603.0	1587.0	4879.0	1189.0	4896.0	4076.0	784.0	5593.0	7962.0	5209.0	3651.0	4195.0	280.0	504.0	322.0	2369.0	90617.9	1305197.0	1606098.295409
sub-0047	1261.0	642.0	2355.0	1688.0	588.0	3525.0	5350.0	3703.0	1060.0	5578.0	2731.0	2889.0	2548.0	3756.0	706.0	1655.0	1995.0	722.0	1835.0	1527.0	4556.0	1204.0	4555.0	4415.0	974.0	5852.0	8671.0	5862.0	4546.0	5148.0	296.0	482.0	573.0	2511.0	95756.3	1315037.0	1620396.617557
sub-0048	1099.0	540.0	2306.0	1511.0	458.0	2993.0	3972.0	2638.0	631.0	5188.0	2307.0	3242.0	1655.0	2805.0	647.0	1384.0	1836.0	702.0	1575.0	1368.0	3654.0	1124.0	4611.0	4176.0	615.0	5476.0	6336.0	6629.0	4257.0	3876.0	235.0	483.0	389.0	2347.0	83063.6	1136284.0	1301696.092796
sub-0049	977.0	531.0	2191.0	1569.0	441.0	3070.0	3863.0	3083.0	761.0	4629.0	2248.0	3001.0	1705.0	2453.0	595.0	1165.0	1357.0	584.0	1140.0	1524.0	3686.0	1059.0	4548.0	3732.0	516.0	4997.0	7009.0	5150.0	3678.0	3221.0	259.0	498.0	399.0	1883.0	77518.8	1070706.0	1184629.23971
sub-0050	1336.0	511.0	3542.0	2009.0	533.0	2984.0	4662.0	3715.0	990.0	4623.0	2777.0	2772.0	2139.0	4021.0	763.0	1560.0	1886.0	680.0	1329.0	1457.0	4560.0	1235.0	5637.0	4562.0	882.0	6243.0	9134.0	6645.0	4804.0	6187.0	289.0	480.0	526.0	2294.0	97750.5	1341559.0	1621316.504598
sub-0051	996.0	725.0	2504.0	1894.0	511.0	3667.0	5119.0	4190.0	999.0	6391.0	3147.0	3383.0	2189.0	3802.0	749.0	1366.0	1696.0	895.0	1551.0	1688.0	4427.0	1174.0	4983.0	4250.0	791.0	7000.0	8079.0	6910.0	4154.0	4725.0	294.0	505.0	556.0	2352.0	97635.2	1295666.0	1498996.190611
sub-0052	581.0	608.0	2539.0	1212.0	510.0	3500.0	4964.0	3969.0	1199.0	4783.0	2559.0	3472.0	1965.0	2646.0	784.0	1644.0	1560.0	653.0	1206.0	1259.0	4304.0	1486.0	5054.0	3375.0	830.0	6155.0	8560.0	5029.0	2868.0	4330.0	262.0	452.0	363.0	2304.0	86974.6	1168873.0	1372640.288417
sub-0053	817.0	651.0	2189.0	1452.0	483.0	2665.0	4722.0	2988.0	1041.0	5152.0	2863.0	2738.0	1862.0	3218.0	637.0	1288.0	1761.0	693.0	1421.0	1167.0	4584.0	1330.0	4321.0	3759.0	774.0	6031.0	7395.0	5062.0	3833.0	4305.0	279.0	517.0	401.0	2193.0	84594.0	1164251.0	1262352.865019
